CustomerID,Name,Email,Phone,City,Country,PurchaseValue,CreditScore,AccountNumber
CUST000035,John Clark,customer35@mail.com,+1-444-564-4068,New York,USA,44904.6,789,6353826445
CUST000036,Emma Johnson,customer36@mail.com,+1-444-994-2692,Dallas,USA,48596.91,559,9562838328
CUST000037,Ava Taylor,customer37@mail.com,+1-444-939-6382,Phoenix,USA,19798.8,677,1051163680
CUST000038,David Clark,customer38@mail.com,+1-444-975-3395,Phoenix,USA,7123.47,840,6833862215
CUST000039,Olivia Brown,customer39@mail.com,+1-444-323-8992,Phoenix,USA,6743.63,736,4730964223
CUST000040,Daniel Hall,customer40@mail.com,+1-444-909-3804,New York,USA,7221.26,503,4295270222
CUST000041,Daniel Walker,customer41@mail.com,+1-444-675-7343,New York,USA,41294.25,539,2109386558
CUST000042,David Hall,customer42@mail.com,+1-444-299-6008,New York,USA,45948.96,351,2441581613
CUST000043,John Hall,customer43@mail.com,+1-444-488-7875,Chicago,USA,40857.63,516,5788908956
CUST000044,Olivia Wilson,customer44@mail.com,+1-444-583-8131,New York,USA,15321.74,309,1739886740
CUST000045,Ava Taylor,customer45@mail.com,+1-444-163-5916,New York,USA,44765.02,808,5569045538
CUST000046,David Lewis,customer46@mail.com,+1-444-827-5178,Phoenix,USA,42892.71,617,3601132963
CUST000047,Sarah Johnson,customer47@mail.com,+1-444-529-5626,New York,USA,25823.52,849,3374975019
CUST000048,Olivia Johnson,customer48@mail.com,+1-444-533-4674,Chicago,USA,16767.63,532,7737493175
CUST000049,Ava Johnson,customer49@mail.com,+1-444-185-7849,Chicago,USA,25877.27,522,2572309232
CUST000050,John Wilson,customer50@mail.com,+1-444-523-2908,Phoenix,USA,8509.61,398,5684748280
CUST000051,Daniel Walker,customer51@mail.com,+1-444-820-6257,Dallas,USA,49056.76,382,7191862439
CUST000052,James Brown,customer52@mail.com,+1-444-947-1070,Chicago,USA,31763.08,469,4676500540
CUST000053,Emma Hall,customer53@mail.com,+1-444-269-5582,Phoenix,USA,38428.74,565,2965597629
CUST000054,David Walker,customer54@mail.com,+1-444-964-1034,Phoenix,USA,32123.14,645,8290157912
CUST000055,John Clark,customer55@mail.com,+1-444-886-7258,Chicago,USA,34624.9,512,3382068939
CUST000056,James Wilson,customer56@mail.com,+1-444-861-7537,New York,USA,13447.62,589,4311559715
CUST000057,David Walker,customer57@mail.com,+1-444-293-7655,Dallas,USA,85.2,767,9105840747
CUST000058,Sarah Clark,customer58@mail.com,+1-444-694-8924,Chicago,USA,35986.31,786,5741072857
CUST000059,Michael Walker,customer59@mail.com,+1-444-591-8991,Chicago,USA,41153.99,598,1485086961
CUST000060,Emma Walker,customer60@mail.com,+1-444-285-8685,Dallas,USA,26461.22,525,6288018187
CUST000061,David Wilson,customer61@mail.com,+1-444-348-3019,Phoenix,USA,1850.97,651,6585731275
CUST000062,Emma Wilson,customer62@mail.com,+1-444-303-8689,Chicago,USA,16175.34,709,3257299183
CUST000063,Sarah Taylor,customer63@mail.com,+1-444-313-5585,Phoenix,USA,39925.69,707,3834031630
CUST000064,John Wilson,customer64@mail.com,+1-444-631-1494,Dallas,USA,45935.45,397,4536613727
CUST000065,Sophia Davis,customer65@mail.com,+1-444-520-3974,Phoenix,USA,48437.03,824,7061363926
CUST000066,David Lewis,customer66@mail.com,+1-444-432-6684,Phoenix,USA,35674.63,604,9199802960
CUST000067,John Walker,customer67@mail.com,+1-444-413-9836,New York,USA,49045.57,592,6583230623
CUST000068,James Davis,customer68@mail.com,+1-444-849-9650,New York,USA,32073.12,320,8668310790
CUST000069,Ava Lewis,customer69@mail.com,+1-444-505-8428,Dallas,USA,13842.69,797,6196804220
CUST000070,Ava Lewis,customer70@mail.com,+1-444-615-7629,Phoenix,USA,5358.28,766,1186501258
CUST000071,Olivia Wilson,customer71@mail.com,+1-444-520-9153,New York,USA,16181.76,846,1985699765
CUST000072,Sarah Davis,customer72@mail.com,+1-444-204-2606,New York,USA,18027.25,781,7631132036
CUST000073,David Clark,customer73@mail.com,+1-444-659-2535,Dallas,USA,10125.66,462,5878285109
CUST000074,Daniel Lewis,customer74@mail.com,+1-444-257-5470,Dallas,USA,8688.8,445,2349270212
CUST000075,David Clark,customer75@mail.com,+1-444-974-9543,Dallas,USA,47884.65,366,8675976602
CUST000076,Daniel Hall,customer76@mail.com,+1-444-438-4661,New York,USA,1977.28,345,7435187793
CUST000077,Daniel Brown,customer77@mail.com,+1-444-329-4256,Dallas,USA,12811.41,624,8789025526
CUST000078,Ava Davis,customer78@mail.com,+1-444-736-4076,Dallas,USA,41768.16,325,7743415848
CUST000079,Daniel Hall,customer79@mail.com,+1-444-994-4319,Phoenix,USA,41075.83,513,1082335314
CUST000080,Daniel Johnson,customer80@mail.com,+1-444-585-1549,New York,USA,13710.31,484,6966887235
CUST000081,Olivia Davis,customer81@mail.com,+1-444-919-3953,Dallas,USA,38060.72,308,2698042499
CUST000082,Sarah Lewis,customer82@mail.com,+1-444-686-4546,Dallas,USA,11805.67,763,8444544391
CUST000083,David Johnson,customer83@mail.com,+1-444-176-6225,Dallas,USA,27491.37,472,4827568129
CUST000084,John Lewis,customer84@mail.com,+1-444-400-2781,Phoenix,USA,42912.72,581,9825242940
CUST000085,Sarah Taylor,customer85@mail.com,+1-444-203-1617,New York,USA,40744.44,528,3780316415
CUST000086,David Wilson,customer86@mail.com,+1-444-851-9443,Chicago,USA,40002.77,374,1280617969
CUST000087,David Walker,customer87@mail.com,+1-444-601-6073,Phoenix,USA,7145.52,625,5497909731
CUST000088,Ava Smith,customer88@mail.com,+1-444-977-9111,New York,USA,2938.48,531,1570327624
CUST000089,David Brown,customer89@mail.com,+1-444-925-9634,Dallas,USA,38680.88,720,7148400553
CUST000090,James Davis,customer90@mail.com,+1-444-615-5044,Dallas,USA,5857.33,819,4995260739
CUST000091,James Davis,customer91@mail.com,+1-444-612-9439,Phoenix,USA,36342.71,301,5095841087
CUST000092,Michael Johnson,customer92@mail.com,+1-444-881-2343,New York,USA,28266.51,523,8918437104
CUST000093,David Smith,customer93@mail.com,+1-444-199-2949,New York,USA,38012.54,667,1551677420
CUST000094,John Clark,customer94@mail.com,+1-444-117-7309,Dallas,USA,46060.76,340,6983425719
CUST000095,David Wilson,customer95@mail.com,+1-444-247-1291,Phoenix,USA,21269.1,469,4345324994
CUST000096,Daniel Hall,customer96@mail.com,+1-444-463-2352,Phoenix,USA,13550.71,753,7656969947
CUST000097,James Smith,customer97@mail.com,+1-444-600-5588,Dallas,USA,668.0,615,2867469577
CUST000098,James Taylor,customer98@mail.com,+1-444-306-1091,Phoenix,USA,15884.16,735,7964622001
CUST000099,Michael Lewis,customer99@mail.com,+1-444-408-3054,Chicago,USA,22706.14,663,2664900745
CUST000100,David Lewis,customer100@mail.com,+1-444-754-8349,Chicago,USA,29304.09,406,2600037517
CUST000101,Daniel Walker,customer101@mail.com,+1-444-797-3814,Chicago,USA,23833.14,312,3955668635
CUST000102,Michael Davis,customer102@mail.com,+1-444-772-6563,Chicago,USA,20409.84,404,5012630950
CUST000103,David Taylor,customer103@mail.com,+1-444-734-3214,Phoenix,USA,13068.66,640,5763375070
CUST000104,David Brown,customer104@mail.com,+1-444-822-7005,Phoenix,USA,29012.21,567,8040765830
CUST000105,Emma Clark,customer105@mail.com,+1-444-510-3420,Dallas,USA,5364.28,620,8566320993
CUST000106,Michael Hall,customer106@mail.com,+1-444-125-5477,New York,USA,48810.69,674,9549646629
CUST000107,James Walker,customer107@mail.com,+1-444-117-1919,Phoenix,USA,30586.83,720,4713216212
CUST000108,Daniel Johnson,customer108@mail.com,+1-444-696-2716,Chicago,USA,24032.31,844,7286877669
CUST000109,James Smith,customer109@mail.com,+1-444-153-4950,New York,USA,43825.61,724,4658126762
CUST000110,Sarah Smith,customer110@mail.com,+1-444-556-2757,Dallas,USA,4764.47,552,9050878358
CUST000111,Ava Taylor,customer111@mail.com,+1-444-461-6476,New York,USA,37719.01,831,2358971509
CUST000112,Daniel Wilson,customer112@mail.com,+1-444-241-4992,New York,USA,1568.81,707,1605307382
CUST000113,Daniel Taylor,customer113@mail.com,+1-444-686-5853,Chicago,USA,33886.91,342,2386692562
CUST000114,James Johnson,customer114@mail.com,+1-444-218-7451,New York,USA,15117.83,636,8542297138
CUST000115,Ava Clark,customer115@mail.com,+1-444-752-3679,Dallas,USA,47692.69,623,3206186820
CUST000116,John Smith,customer116@mail.com,+1-444-157-1355,New York,USA,26554.09,765,8135731402
CUST000117,Emma Hall,customer117@mail.com,+1-444-577-5586,New York,USA,40989.5,689,1306860897
CUST000118,Michael Walker,customer118@mail.com,+1-444-272-6315,Chicago,USA,5663.96,651,3027240901
CUST000119,Emma Wilson,customer119@mail.com,+1-444-648-4250,New York,USA,13272.26,512,3946114231
CUST000120,Sarah Brown,customer120@mail.com,+1-444-210-7303,New York,USA,621.36,662,3732169183
CUST000121,Michael Wilson,customer121@mail.com,+1-444-371-8189,New York,USA,37509.52,478,3910888122
CUST000122,Ava Smith,customer122@mail.com,+1-444-530-5980,Phoenix,USA,40074.66,497,5441469396
CUST000123,Michael Clark,customer123@mail.com,+1-444-848-1479,Chicago,USA,38534.02,397,5197857971
CUST000124,Sarah Wilson,customer124@mail.com,+1-444-207-1408,Dallas,USA,31273.84,457,1474512492
CUST000125,Ava Taylor,customer125@mail.com,+1-444-455-9008,Dallas,USA,42303.87,355,6438380000
CUST000126,Michael Davis,customer126@mail.com,+1-444-632-8685,Phoenix,USA,36757.44,325,6353891909
CUST000127,Michael Smith,customer127@mail.com,+1-444-626-8166,Chicago,USA,31501.45,629,6796826996
CUST000128,Sarah Wilson,customer128@mail.com,+1-444-250-5981,Chicago,USA,49953.91,666,3560377334
CUST000129,Olivia Taylor,customer129@mail.com,+1-444-204-2905,Phoenix,USA,17647.74,580,5227232486
CUST000130,Sophia Walker,customer130@mail.com,+1-444-819-2117,Chicago,USA,6609.69,440,9359250631
CUST000131,Emma Walker,customer131@mail.com,+1-444-133-6504,Phoenix,USA,16653.72,445,3074481141
CUST000132,Sarah Clark,customer132@mail.com,+1-444-693-8638,Phoenix,USA,38212.39,632,1619601689
CUST000133,Emma Wilson,customer133@mail.com,+1-444-810-6968,New York,USA,28143.05,347,3329272045
CUST000134,Olivia Taylor,customer134@mail.com,+1-444-444-9923,Dallas,USA,14794.45,610,1547507305
CUST000135,Emma Taylor,customer135@mail.com,+1-444-999-7219,Dallas,USA,29039.68,365,3817335645
CUST000136,David Davis,customer136@mail.com,+1-444-206-1816,New York,USA,45601.11,460,5839091590
CUST000137,Daniel Davis,customer137@mail.com,+1-444-788-4331,Phoenix,USA,43916.98,810,1987498127
CUST000138,John Lewis,customer138@mail.com,+1-444-974-4271,Phoenix,USA,5743.9,794,6241965857
CUST000139,Daniel Johnson,customer139@mail.com,+1-444-898-5486,Chicago,USA,49908.57,513,1273346714
CUST000140,Ava Lewis,customer140@mail.com,+1-444-871-8490,New York,USA,17696.3,485,9886362970
CUST000141,Daniel Lewis,customer141@mail.com,+1-444-977-1634,Dallas,USA,48712.6,513,2833722203
CUST000142,Sarah Brown,customer142@mail.com,+1-444-589-8691,Phoenix,USA,39110.95,812,7158797174
CUST000143,Ava Hall,customer143@mail.com,+1-444-832-6101,Dallas,USA,1814.19,529,6834602552
CUST000144,Sophia Lewis,customer144@mail.com,+1-444-106-3913,Phoenix,USA,1771.25,351,9912015510
CUST000145,Olivia Smith,customer145@mail.com,+1-444-304-4182,Dallas,USA,4645.95,586,8181587171
CUST000146,David Walker,customer146@mail.com,+1-444-528-4400,Chicago,USA,36941.89,471,6164427703
CUST000147,Sophia Smith,customer147@mail.com,+1-444-402-8286,New York,USA,36991.64,808,5828874894
CUST000148,Daniel Clark,customer148@mail.com,+1-444-326-7528,Chicago,USA,17889.4,459,4593626821
CUST000149,David Davis,customer149@mail.com,+1-444-137-2142,Dallas,USA,12833.91,836,5378868813
CUST000150,James Walker,customer150@mail.com,+1-444-613-1037,Dallas,USA,38942.66,773,7045684920
CUST000151,Sarah Davis,customer151@mail.com,+1-444-392-1746,New York,USA,16801.82,468,9378637489
CUST000152,Ava Lewis,customer152@mail.com,+1-444-643-1970,Dallas,USA,3595.22,619,8488936691
CUST000153,Daniel Johnson,customer153@mail.com,+1-444-601-2649,Chicago,USA,24546.68,597,1809436885
CUST000154,James Johnson,customer154@mail.com,+1-444-853-6140,Dallas,USA,16114.51,680,1722594407
CUST000155,Emma Johnson,customer155@mail.com,+1-444-759-9519,New York,USA,15006.71,812,7733317487
CUST000156,Olivia Taylor,customer156@mail.com,+1-444-854-4655,Phoenix,USA,48481.22,646,9841709642
CUST000157,Daniel Clark,customer157@mail.com,+1-444-718-2595,Phoenix,USA,8182.06,418,7921488192
CUST000158,Olivia Lewis,customer158@mail.com,+1-444-908-3273,Chicago,USA,38868.05,760,4764322245
CUST000159,Sarah Clark,customer159@mail.com,+1-444-641-9227,Dallas,USA,2668.93,474,4990854358
CUST000160,James Lewis,customer160@mail.com,+1-444-904-3811,Chicago,USA,33532.99,669,4761393727
CUST000161,Emma Lewis,customer161@mail.com,+1-444-360-1188,Dallas,USA,1240.66,803,1879967224
CUST000162,David Smith,customer162@mail.com,+1-444-365-3395,Dallas,USA,12162.96,356,7752187946
CUST000163,Sophia Clark,customer163@mail.com,+1-444-738-7907,Phoenix,USA,15631.61,824,6832436238
CUST000164,Sarah Brown,customer164@mail.com,+1-444-643-4956,Chicago,USA,1780.35,399,1916721342
CUST000165,James Taylor,customer165@mail.com,+1-444-222-6674,Chicago,USA,44505.78,703,5475349249
CUST000166,Daniel Clark,customer166@mail.com,+1-444-485-2252,Phoenix,USA,24006.49,567,4177389254
CUST000167,David Johnson,customer167@mail.com,+1-444-364-9272,Chicago,USA,29275.28,741,9113579773
CUST000168,Daniel Walker,customer168@mail.com,+1-444-936-5073,Dallas,USA,32883.08,813,7882650868
CUST000169,David Johnson,customer169@mail.com,+1-444-618-9501,Chicago,USA,36561.58,344,2539165328
CUST000170,Sophia Lewis,customer170@mail.com,+1-444-499-5889,New York,USA,31945.06,660,3633844121
CUST000171,Ava Lewis,customer171@mail.com,+1-444-368-2245,Dallas,USA,32413.48,694,1138483601
CUST000172,David Clark,customer172@mail.com,+1-444-224-6706,Phoenix,USA,44533.15,744,6988768797
CUST000173,Sophia Hall,customer173@mail.com,+1-444-123-3743,Phoenix,USA,19335.18,776,4528988242
CUST000174,David Brown,customer174@mail.com,+1-444-486-9160,Phoenix,USA,34235.14,661,2932220912
CUST000175,Michael Lewis,customer175@mail.com,+1-444-211-6704,Dallas,USA,6677.64,470,3030214525
CUST000176,Sarah Lewis,customer176@mail.com,+1-444-969-7034,New York,USA,46276.09,688,9001334564
CUST000177,James Hall,customer177@mail.com,+1-444-425-7454,Chicago,USA,13822.97,605,9743548596
CUST000178,David Wilson,customer178@mail.com,+1-444-355-8817,Phoenix,USA,38725.95,625,2336449665
CUST000179,Olivia Smith,customer179@mail.com,+1-444-919-8104,Dallas,USA,4684.28,580,5336296563
CUST000180,James Walker,customer180@mail.com,+1-444-271-2032,Phoenix,USA,31526.13,629,9741638588
CUST000181,Daniel Lewis,customer181@mail.com,+1-444-910-6988,New York,USA,24751.63,618,1065154935
CUST000182,Ava Hall,customer182@mail.com,+1-444-291-6749,Phoenix,USA,25703.94,488,9624513521
CUST000183,James Lewis,customer183@mail.com,+1-444-854-5108,New York,USA,16334.25,538,2824047191
CUST000184,Ava Davis,customer184@mail.com,+1-444-366-1311,Phoenix,USA,28692.49,347,9549689138
CUST000185,Emma Smith,customer185@mail.com,+1-444-229-5270,New York,USA,15708.18,407,2700015672
CUST000186,Emma Lewis,customer186@mail.com,+1-444-385-7271,New York,USA,8322.63,315,2287960850
CUST000187,Ava Smith,customer187@mail.com,+1-444-777-1727,Phoenix,USA,22372.7,348,7210906604
CUST000188,Olivia Smith,customer188@mail.com,+1-444-797-9194,Dallas,USA,28921.84,682,6247751916
CUST000189,James Walker,customer189@mail.com,+1-444-972-7386,Dallas,USA,19660.76,473,7347186179
CUST000190,Olivia Smith,customer190@mail.com,+1-444-302-1765,New York,USA,27328.29,435,9974513423
CUST000191,Sarah Smith,customer191@mail.com,+1-444-612-9044,New York,USA,40448.02,676,9635458895
CUST000192,Sophia Lewis,customer192@mail.com,+1-444-482-2146,Chicago,USA,48692.11,811,4871840998
CUST000193,James Brown,customer193@mail.com,+1-444-755-9010,Chicago,USA,4014.9,521,6894473067
CUST000194,Ava Johnson,customer194@mail.com,+1-444-584-7988,Chicago,USA,19509.48,620,5073698142
CUST000195,Ava Lewis,customer195@mail.com,+1-444-172-4447,New York,USA,48369.36,421,6493612822
CUST000196,James Johnson,customer196@mail.com,+1-444-143-8407,Phoenix,USA,42176.88,395,8211336676
CUST000197,Sophia Clark,customer197@mail.com,+1-444-915-8801,Phoenix,USA,32040.1,488,8383304325
CUST000198,Emma Johnson,customer198@mail.com,+1-444-228-6309,Chicago,USA,47895.58,564,3556944087
CUST000199,Michael Wilson,customer199@mail.com,+1-444-158-8314,Phoenix,USA,2204.35,451,2856965922
CUST000200,Ava Wilson,customer200@mail.com,+1-444-476-3431,New York,USA,30487.69,499,7992707384
CUST000201,John Hall,customer201@mail.com,+1-444-332-9748,Dallas,USA,2022.76,702,4095232883
CUST000202,John Taylor,customer202@mail.com,+1-444-155-3634,New York,USA,45931.84,408,5190132116
CUST000203,David Clark,customer203@mail.com,+1-444-984-3442,New York,USA,36647.99,683,4998864500
CUST000204,James Walker,customer204@mail.com,+1-444-501-3937,Dallas,USA,12011.79,312,6119231199
CUST000205,Sarah Taylor,customer205@mail.com,+1-444-349-8233,Chicago,USA,44306.26,728,8933909933
CUST000206,Daniel Walker,customer206@mail.com,+1-444-337-6940,Dallas,USA,49611.7,693,4993206725
CUST000207,James Brown,customer207@mail.com,+1-444-242-5024,Chicago,USA,18400.63,823,4750836705
CUST000208,Emma Davis,customer208@mail.com,+1-444-508-6894,Chicago,USA,8902.59,655,1297169340
CUST000209,David Walker,customer209@mail.com,+1-444-340-7427,Chicago,USA,39119.71,467,6867526275
CUST000210,Daniel Johnson,customer210@mail.com,+1-444-300-5800,Dallas,USA,5622.08,359,4160127951
CUST000211,Ava Walker,customer211@mail.com,+1-444-533-4728,Dallas,USA,47705.19,560,6736971001
CUST000212,James Smith,customer212@mail.com,+1-444-275-9835,New York,USA,36089.44,705,7255556631
CUST000213,Sophia Wilson,customer213@mail.com,+1-444-742-5851,Dallas,USA,39619.95,818,7294409782
CUST000214,Olivia Wilson,customer214@mail.com,+1-444-611-2051,New York,USA,15629.13,850,6538200138
CUST000215,John Davis,customer215@mail.com,+1-444-615-1079,Phoenix,USA,8412.0,562,8993050199
CUST000216,David Lewis,customer216@mail.com,+1-444-375-1641,New York,USA,12516.45,713,4925206317
CUST000217,James Wilson,customer217@mail.com,+1-444-757-9437,Dallas,USA,24791.05,609,4141959380
CUST000218,John Taylor,customer218@mail.com,+1-444-877-2650,Phoenix,USA,205.68,679,1892563108
CUST000219,John Brown,customer219@mail.com,+1-444-482-3338,Phoenix,USA,37659.69,545,6825645508
CUST000220,John Davis,customer220@mail.com,+1-444-657-8590,New York,USA,1820.54,842,5388631371
CUST000221,Olivia Walker,customer221@mail.com,+1-444-354-6661,New York,USA,40859.48,531,4325702318
CUST000222,Daniel Davis,customer222@mail.com,+1-444-218-9888,Phoenix,USA,31928.5,449,8406145127
CUST000223,Michael Clark,customer223@mail.com,+1-444-778-1405,Phoenix,USA,38246.83,314,6144316413
CUST000224,Ava Clark,customer224@mail.com,+1-444-710-6262,Phoenix,USA,46612.43,448,7819186627
CUST000225,Daniel Clark,customer225@mail.com,+1-444-333-3050,Dallas,USA,27480.94,575,1351819110
CUST000226,Michael Hall,customer226@mail.com,+1-444-916-2577,New York,USA,47633.47,314,4748194271
CUST000227,John Taylor,customer227@mail.com,+1-444-841-1028,Chicago,USA,17753.39,404,5820765201
CUST000228,Ava Taylor,customer228@mail.com,+1-444-809-3320,Phoenix,USA,4985.31,626,7075194126
CUST000229,Sophia Johnson,customer229@mail.com,+1-444-100-2226,Phoenix,USA,16271.21,621,6299042968
CUST000230,John Davis,customer230@mail.com,+1-444-244-6608,Chicago,USA,43272.07,839,2184821863
CUST000231,Sophia Taylor,customer231@mail.com,+1-444-408-5296,Phoenix,USA,21150.66,466,1870645504
CUST000232,John Walker,customer232@mail.com,+1-444-676-6763,Chicago,USA,6738.05,606,1831190616
CUST000233,Olivia Hall,customer233@mail.com,+1-444-422-8099,New York,USA,21822.34,307,1796676911
CUST000234,Sarah Lewis,customer234@mail.com,+1-444-361-8387,Phoenix,USA,5437.33,362,1461179876
CUST000235,Michael Davis,customer235@mail.com,+1-444-743-4239,Dallas,USA,2852.23,443,6958005883
CUST000236,Sarah Lewis,customer236@mail.com,+1-444-882-3375,Dallas,USA,421.64,368,7200108291
CUST000237,Sarah Hall,customer237@mail.com,+1-444-942-4594,New York,USA,45146.25,377,4850107994
CUST000238,Ava Clark,customer238@mail.com,+1-444-353-8786,New York,USA,26057.8,714,5931976126
CUST000239,David Brown,customer239@mail.com,+1-444-322-3054,New York,USA,12686.54,518,2227220230
CUST000240,Michael Brown,customer240@mail.com,+1-444-461-9993,Phoenix,USA,15652.65,644,1608342448
CUST000241,James Clark,customer241@mail.com,+1-444-883-1156,Phoenix,USA,46123.4,318,2035304470
CUST000242,David Wilson,customer242@mail.com,+1-444-642-2548,New York,USA,15043.41,338,7911020453
CUST000243,Michael Taylor,customer243@mail.com,+1-444-122-2121,Phoenix,USA,8968.32,738,9200542100
CUST000244,Sophia Johnson,customer244@mail.com,+1-444-816-9276,New York,USA,23480.48,783,1978903213
CUST000245,Olivia Lewis,customer245@mail.com,+1-444-410-5548,Chicago,USA,320.3,825,4805693814
CUST000246,James Smith,customer246@mail.com,+1-444-183-1426,Phoenix,USA,33450.29,724,8552359002
CUST000247,Michael Lewis,customer247@mail.com,+1-444-762-5941,Chicago,USA,18937.83,356,7675143432
CUST000248,Sophia Hall,customer248@mail.com,+1-444-436-9824,Dallas,USA,12934.98,343,5009953729
CUST000249,David Taylor,customer249@mail.com,+1-444-635-1733,Phoenix,USA,5363.95,398,3393715265
CUST000250,Michael Wilson,customer250@mail.com,+1-444-402-1141,Phoenix,USA,44073.07,743,8585266116
CUST000251,Olivia Johnson,customer251@mail.com,+1-444-701-9314,New York,USA,10417.31,329,8184180155
CUST000252,Emma Hall,customer252@mail.com,+1-444-762-8997,Dallas,USA,28577.16,571,3831554760
CUST000253,Daniel Clark,customer253@mail.com,+1-444-266-8447,Dallas,USA,23929.63,506,5745317287
CUST000254,Daniel Davis,customer254@mail.com,+1-444-417-9297,Phoenix,USA,4580.79,309,4342745862
CUST000255,Sarah Walker,customer255@mail.com,+1-444-891-9871,Dallas,USA,28183.54,801,6741936799
CUST000256,Olivia Brown,customer256@mail.com,+1-444-118-4939,Dallas,USA,5766.36,450,3597591252
CUST000257,Emma Walker,customer257@mail.com,+1-444-478-9640,New York,USA,40566.85,349,7953673164
CUST000258,David Wilson,customer258@mail.com,+1-444-379-1346,Phoenix,USA,46783.32,610,3735739874
CUST000259,James Hall,customer259@mail.com,+1-444-874-5985,New York,USA,40645.24,302,5573072225
CUST000260,Ava Brown,customer260@mail.com,+1-444-693-6868,Dallas,USA,2387.41,465,2921973270
CUST000261,Emma Clark,customer261@mail.com,+1-444-242-4013,Phoenix,USA,44563.69,651,4340055860
CUST000262,Michael Taylor,customer262@mail.com,+1-444-883-5466,New York,USA,39689.76,795,6069047875
CUST000263,James Wilson,customer263@mail.com,+1-444-458-3760,Phoenix,USA,44553.14,648,3133562350
CUST000264,Emma Taylor,customer264@mail.com,+1-444-922-2119,Phoenix,USA,29444.38,688,3898900745
CUST000265,Daniel Hall,customer265@mail.com,+1-444-271-3204,New York,USA,21381.28,753,6076824702
CUST000266,Ava Johnson,customer266@mail.com,+1-444-575-4185,Chicago,USA,22447.21,777,8160279172
CUST000267,Ava Johnson,customer267@mail.com,+1-444-125-1083,Chicago,USA,23717.01,689,3119701991
